/home/venkat/Unreliable_Synaptic_Transmission/Deepti/DOPcodes/dataset/shddataset/
made weight variables and loss histogram
File not present
Epoch 405: loss=0.34386
Epoch 406: loss=0.34485
Epoch 407: loss=0.34748
Epoch 408: loss=0.34510
Epoch 409: loss=0.34122
Epoch 410: loss=0.33906
Epoch 411: loss=0.33904
Epoch 412: loss=0.33891
Epoch 413: loss=0.34052
Epoch 414: loss=0.33485
Epoch 415: loss=0.33669
Epoch 416: loss=0.33885
Epoch 417: loss=0.33503
Epoch 418: loss=0.33189
Epoch 419: loss=0.33316
Epoch 420: loss=0.33110
Epoch 421: loss=0.32950
Epoch 422: loss=0.33126
Epoch 423: loss=0.32682
Epoch 424: loss=0.32811
Epoch 425: loss=0.32233
Epoch 426: loss=0.32155
Epoch 427: loss=0.32182
Epoch 428: loss=0.32589
Epoch 429: loss=0.31843
Epoch 430: loss=0.32327
Epoch 431: loss=0.31830
Epoch 432: loss=0.31868
Epoch 433: loss=0.31907
Epoch 434: loss=0.31969
Epoch 435: loss=0.31660
Epoch 436: loss=0.31737
Epoch 437: loss=0.31507
Epoch 438: loss=0.31227
Epoch 439: loss=0.31344
Epoch 440: loss=0.31545
Epoch 441: loss=0.30988
Epoch 442: loss=0.31183
Epoch 443: loss=0.31242
Epoch 444: loss=0.30978
Epoch 445: loss=0.30610
Epoch 446: loss=0.31025
Epoch 447: loss=0.30599
Epoch 448: loss=0.30252
Epoch 449: loss=0.30512
Epoch 450: loss=0.30645
Training accuracy: 0.960
Test accuracy: 0.534

File list dumped

Saved in file
[2.518796282429849, 2.467908766961867, 2.4194174120503087, 2.3774493432814077, 2.343073668018464, 2.3033430191778366, 2.268029543661302, 2.23268049763095, 2.2146752495919504, 2.1810728503811743, 2.150362818471847, 2.116881766626912, 2.0906911857666506, 2.0714921682111678, 2.0530179738998413, 2.020894927363242, 2.0027304810862385, 1.9759832774439166, 1.959134344131716, 1.9417261346693961, 1.9172846732601043, 1.8938953799586142, 1.8790401028048607, 1.853115520169658, 1.8478478885466052, 1.828709437001136, 1.8146211985618836, 1.7925809698720132, 1.7748955295931907, 1.7562953002991215, 1.7419001556211902, 1.738367038388406, 1.7146504156051143, 1.6983943946899906, 1.6735289250650713, 1.6688708220758746, 1.6577049186152797, 1.639878334537629, 1.6236441173861105, 1.612826954933905, 1.5999393232407109, 1.5895984326639483, 1.578276103542697, 1.5697233907638057, 1.557446010651127, 1.5411907895918815, 1.5357609987258911, 1.514068192051303, 1.5096957299017137, 1.4951597682891353, 1.489048554051307, 1.4784596197066768, 1.4623820397161669, 1.4572336635281962, 1.4459249165750319, 1.4325558408614127, 1.4231039093386741, 1.4189879048255183, 1.4116848899472145, 1.406877875328064, 1.387288458885685, 1.3701859174236175, 1.3628832371004167, 1.3573901999381282, 1.3373265535600725, 1.3333395719528198, 1.3239186540726693, 1.3234761914899271, 1.311217761808826, 1.3066671663714993, 1.3039580622026998, 1.2917376218303558, 1.2761029351142146, 1.269417662774363, 1.2645670560098463, 1.2479501655024867, 1.246141141460788, 1.2408385545976701, 1.233541638620438, 1.2251900665221676, 1.2173613655951716, 1.2120289071913688, 1.201701783364819, 1.1987865240343156, 1.1865408997381888, 1.1761433039942095, 1.1707789590281825, 1.171662922828428, 1.1534829601164787, 1.1441749699654118, 1.1371475381235923, 1.1381707191467285, 1.1241912611069218, 1.1206410161910518, 1.120660166586599, 1.1125576496124268, 1.0976962774030623, 1.093089101776, 1.0921481309398529, 1.0878737895719466, 1.0713547237457768, 1.0640171400962337, 1.0575439199324577, 1.058650178294028, 1.0570996845922163, 1.0472678542137146, 1.036888812818835, 1.0282223724549817, 1.0268997050100757, 1.022314517728744, 1.013451708901313, 1.007703431190983, 0.9996841646009876, 0.9998265312563989, 0.9905665651444466, 0.9889770976958736, 0.9845427101658236, 0.9737531023640786, 0.9695232972022025, 0.9607345557981922, 0.9595617113574859, 0.9465982490970243, 0.9485975350103071, 0.9394236726145591, 0.9393296587851739, 0.9319005570104045, 0.9227770490031089, 0.9175611792072174, 0.9174794304755426, 0.9094636574868233, 0.9007754345094005, 0.90106435168174, 0.8962081363124232, 0.8894551377142629, 0.8833485207250041, 0.8840578236887532, 0.8732556969888748, 0.8748577064083468, 0.870610817786186, 0.8639082600993495, 0.8577317480118044, 0.8542876724273928, 0.8475308418273926, 0.8497345870540988, 0.8401632059004999, 0.832392575279359, 0.8273962120856008, 0.8224698574312271, 0.8165704877145828, 0.8152518137808769, 0.8122208752939778, 0.8033817775787846, 0.8122395392387144, 0.8083278575251179, 0.7982331668176958, 0.7914435998086007, 0.7928251739471189, 0.7845366385675245, 0.7845510763506736, 0.7764501302473007, 0.7746898724186805, 0.7802742835014097, 0.7681895398324535, 0.7712338432188957, 0.7646392853029312, 0.7579564182989059, 0.7565950289849313, 0.7507849720216566, 0.7521327580175092, 0.7425795562805668, 0.7463097956872755, 0.7353625316773692, 0.7290762393705307, 0.7308139262660858, 0.7334204546866878, 0.7274214529222057, 0.726845589376265, 0.7165279503791563, 0.7138151276496149, 0.7060231393383395, 0.7118035631795083, 0.7120130369740147, 0.7048606161148318, 0.7001502206248622, 0.7007734256405984, 0.6967212480883445, 0.6973184923971852, 0.690901433267901, 0.6879394554322765, 0.6823003945812103, 0.678887298030238, 0.6772805067800707, 0.6702081195769771, 0.6791892205515215, 0.6730652086196407, 0.6675674665358758, 0.6592291805051989, 0.6573848397501053, 0.6545967786542831, 0.6570119184832419, 0.655281662940979, 0.6548019589916352, 0.6535852147686866, 0.6435755183619838, 0.6415064161823641, 0.6363547828889662, 0.6354568658336517, 0.6301142842538895, 0.6291875166277732, 0.6319507110503412, 0.6293500681077281, 0.6235088013833568, 0.6339546422804555, 0.6214477227580163, 0.6212684877457157, 0.6136071239748309, 0.6129382406511614, 0.6102115704167274, 0.61110266177885, 0.6093690203082177, 0.6074669322659892, 0.6038893038226713, 0.5995623171329498, 0.5954334620506533, 0.5982046011955507, 0.5935997251541384, 0.593326558028498, 0.5892611357473558, 0.5935477460584333, 0.5888106986399619, 0.5812801737939158, 0.5845479273026989, 0.5798544787591503, 0.5824903336263472, 0.5797254770032821, 0.575297144151503, 0.5729219307822566, 0.5674273842765439, 0.5697943029865142, 0.5689054862145455, 0.5661564411655549, 0.5639879492021376, 0.5617316442151223, 0.5568390950079887, 0.5560041108439046, 0.5537139119640473, 0.549457501019201, 0.5501518018784062, 0.5455638766288757, 0.5497034788131714, 0.5492413332385402, 0.547125501978782, 0.5372455129700322, 0.542385906942429, 0.5411551037142354, 0.534789054624496, 0.5397206862126628, 0.5302813947200775, 0.5334221307308443, 0.5306635556682464, 0.5322937071323395, 0.5256051382710857, 0.5232047659735526, 0.5237975274362872, 0.5210231763701285, 0.5167583207930287, 0.5175132924510587, 0.5193939468552989, 0.5110427323848971, 0.5083339618098351, 0.5076184455425509, 0.5030897961508843, 0.5037211247028843, 0.5067113041877747, 0.5070231105050733, 0.5039330749742447, 0.504317739317494, 0.49928995966911316, 0.4974136564039415, 0.4984036837854693, 0.4989448247417327, 0.49645834392116917, 0.4915212460102574, 0.487570031035331, 0.49026804008791525, 0.4896565810326607, 0.4809866826380453, 0.4878283940976666, 0.4856869174588111, 0.48347886243174154, 0.474211908155872, 0.47635712835096544, 0.4752154206075976, 0.47236736262998275, 0.4751543681467733, 0.4718717682746149, 0.47217219491158763, 0.4697996925923132, 0.4636471559924464, 0.4679012317811289, 0.4667081506021561, 0.4636249215372147, 0.4629305726097476, 0.45719520411183756, 0.4570214181177078, 0.4610105426080765, 0.4587768739269626, 0.45458870645492305, 0.4591223039934712, 0.45387415251424235, 0.44965088079052584, 0.4543127513700916, 0.45306600870624664, 0.4454331724874435, 0.447716313023721, 0.4425907913715609, 0.44078142123837627, 0.44075472316434305, 0.4358899958672062, 0.441866067148024, 0.4374360115297379, 0.43603417661882216, 0.43625545982391606, 0.43226748416500704, 0.43325856520283607, 0.43432668716676776, 0.4274282878445041, 0.42616134401290645, 0.42770530139246293, 0.42747202419465585, 0.42594467728368696, 0.42175212790889127, 0.4194297175253591, 0.4218739521118902, 0.41700463910256663, 0.41835936711680505, 0.41627033679716047, 0.41196871476788677, 0.4133189945451675, 0.4146876710076486, 0.412926072074521, 0.4136479679615267, 0.40747182888369404, 0.40981161305981295, 0.4091281640914179, 0.4041383554858546, 0.40551398838720015, 0.39895874454129127, 0.4031797435975844, 0.40274282520817173, 0.4003678464120434, 0.40273514005445665, 0.3957552582986893, 0.39622443049184736, 0.3943692724550924, 0.39777288994481486, 0.3956401896092199, 0.39510579839829474, 0.39261954157583173, 0.39051767318479474, 0.39218799721810127, 0.3922425047043831, 0.3870154523080395, 0.38417160703289893, 0.38551425837701364, 0.3859189902582476, 0.3863126837438153, 0.38220606407811564, 0.3839355553350141, 0.379720393688448, 0.3815600525948309, 0.38265447078212617, 0.37779158834488163, 0.3726975590951981, 0.37588273517547116, 0.3697720093111838, 0.3751958983559762, 0.37256744503974915, 0.3723050807752917, 0.37335498871341827, 0.3715151058089349, 0.3661630201724268, 0.36883773149982574, 0.3677132014305361, 0.3663555441364165, 0.36675236302037395, 0.3594233201396081, 0.3624850155845765, 0.366565530338595, 0.3599475997109567, 0.36099906313803887, 0.3596778896547133, 0.35678351117718604, 0.35843246694534053, 0.3551303157883306, 0.35495257185351464, 0.3551400371136204, 0.35622453208892574, 0.35227031957718635, 0.3507330975224895, 0.3475526619342066, 0.343997017029793, 0.34780380322087195, 0.3460416591936542, 0.3438611194010704, 0.34484628804268375, 0.3474849001053841, 0.34509524414616244, 0.34122225642204285, 0.3390644106172746, 0.33903593594028103, 0.33891199961785345, 0.34052184512538297, 0.33485220805291205, 0.33669369355324774, 0.33885097599798636, 0.3350315411244669, 0.33188661836808725, 0.3331644727337745, 0.33109548014979207, 0.3294954328767715, 0.33125901029955956, 0.32682184826943184, 0.32810974024957223, 0.3223264649991066, 0.32155395900049516, 0.3218173682689667, 0.3258876896673633, 0.31842930951426107, 0.3232732520949456, 0.31830254389393714, 0.318682151456033, 0.3190689557983029, 0.3196912561693499, 0.31659611098227963, 0.3173681959029167, 0.31507194330615385, 0.31227042886518663, 0.3134373859051735, 0.3154485321814014, 0.3098821072809158, 0.311834535291118, 0.31241893960583594, 0.30977618405895846, 0.30609550447233264, 0.3102493036177851, 0.3059903017936214, 0.3025233610983818, 0.30512056908299845, 0.30644731560061056]
256 units code and uniform weight stores correctly? 
