/home/venkat/Unreliable_Synaptic_Transmission/Deepti/DOPcodes/SHD/dataset/shddataset/
init done
Epoch 73: loss=0.84654
Epoch 74: loss=0.83844
Epoch 75: loss=0.83367
Epoch 76: loss=0.81834
Epoch 77: loss=0.80979
Epoch 78: loss=0.80186
Epoch 79: loss=0.79425
Epoch 80: loss=0.78283
Epoch 81: loss=0.77909
Epoch 82: loss=0.76811
Epoch 83: loss=0.77310
Epoch 84: loss=0.75284
Epoch 85: loss=0.74372
Epoch 86: loss=0.74384
Epoch 87: loss=0.73666
Epoch 88: loss=0.73449
Epoch 89: loss=0.72497
Epoch 90: loss=0.70459
Epoch 91: loss=0.70329
Epoch 92: loss=0.69551
Epoch 93: loss=0.68690
Epoch 94: loss=0.68058
Epoch 95: loss=0.67712
Epoch 96: loss=0.68047
Epoch 97: loss=0.66937
Epoch 98: loss=0.65979
Epoch 99: loss=0.65679
Epoch 100: loss=0.64856
Epoch 101: loss=0.64450
Epoch 102: loss=0.63849
Epoch 103: loss=0.63075
Epoch 104: loss=0.62254
Epoch 105: loss=0.61788
Epoch 106: loss=0.61781
Epoch 107: loss=0.61288
Epoch 108: loss=0.59737
Epoch 109: loss=0.59447
Epoch 110: loss=0.59435
Epoch 111: loss=0.58811
Epoch 112: loss=0.58762
Epoch 113: loss=0.58310
Epoch 114: loss=0.57194
Epoch 115: loss=0.56821
Epoch 116: loss=0.56589
Epoch 117: loss=0.56437
Epoch 118: loss=0.55873
Epoch 119: loss=0.54894
Epoch 120: loss=0.55477
Epoch 121: loss=0.53758
Epoch 122: loss=0.53708
Epoch 123: loss=0.53301
Epoch 124: loss=0.52958
Epoch 125: loss=0.52762
Epoch 126: loss=0.52157
Epoch 127: loss=0.51694
Epoch 128: loss=0.51297
Epoch 129: loss=0.51185
Epoch 130: loss=0.51356
Epoch 131: loss=0.50446
Epoch 132: loss=0.50157
Epoch 133: loss=0.48813
Epoch 134: loss=0.48717
Epoch 135: loss=0.48336
Epoch 136: loss=0.48731
Epoch 137: loss=0.47484
Epoch 138: loss=0.46443
Epoch 139: loss=0.46568
Epoch 140: loss=0.46429
Epoch 141: loss=0.46538
Epoch 142: loss=0.46170
Epoch 143: loss=0.44682
Epoch 144: loss=0.45076
Epoch 145: loss=0.44998
Epoch 146: loss=0.44466
Epoch 147: loss=0.44018
Epoch 148: loss=0.44987
Epoch 149: loss=0.43681
Epoch 150: loss=0.42880
Epoch 151: loss=0.43469
Epoch 152: loss=0.43008
Epoch 153: loss=0.42095
Epoch 154: loss=0.41703
Epoch 155: loss=0.41658
Epoch 156: loss=0.41439
Epoch 157: loss=0.40729
Epoch 158: loss=0.42437
Epoch 159: loss=0.40783
Epoch 160: loss=0.39805
Epoch 161: loss=0.39152
Epoch 162: loss=0.40151
Epoch 163: loss=0.39153
Epoch 164: loss=0.38823
Epoch 165: loss=0.39276
Epoch 166: loss=0.38242
Epoch 167: loss=0.38191
Epoch 168: loss=0.37519
Epoch 169: loss=0.37457
Epoch 170: loss=0.36959
Epoch 171: loss=0.37086
Epoch 172: loss=0.37205
Epoch 173: loss=0.36702
Epoch 174: loss=0.36267
Epoch 175: loss=0.36269
Epoch 176: loss=0.35980
Epoch 177: loss=0.35585
Epoch 178: loss=0.34736
Epoch 179: loss=0.35188
Epoch 180: loss=0.35173
Epoch 181: loss=0.34889
Epoch 182: loss=0.35005
Epoch 183: loss=0.34745
Epoch 184: loss=0.34084
Epoch 185: loss=0.33666
Epoch 186: loss=0.33330
Epoch 187: loss=0.33374
Epoch 188: loss=0.32931
Epoch 189: loss=0.33890
Epoch 190: loss=0.32820
Epoch 191: loss=0.32082
Epoch 192: loss=0.31612
Epoch 193: loss=0.31260
Epoch 194: loss=0.31234
Epoch 195: loss=0.31165
Epoch 196: loss=0.31487
Epoch 197: loss=0.31215
Epoch 198: loss=0.31623
Epoch 199: loss=0.31148
Epoch 200: loss=0.31237
Epoch 201: loss=0.30247
Epoch 202: loss=0.29892
Epoch 203: loss=0.30308
Epoch 204: loss=0.29925
Epoch 205: loss=0.29714
Epoch 206: loss=0.29248
Epoch 207: loss=0.29053
Epoch 208: loss=0.29025
Epoch 209: loss=0.29309
Epoch 210: loss=0.28273
Epoch 211: loss=0.28269
Epoch 212: loss=0.28379
Epoch 213: loss=0.28923
Epoch 214: loss=0.28177
Epoch 215: loss=0.27703
Epoch 216: loss=0.27743
Epoch 217: loss=0.27959
Epoch 218: loss=0.27279
Epoch 219: loss=0.27005
Epoch 220: loss=0.27375
Epoch 221: loss=0.26629
Epoch 222: loss=0.26620
Epoch 223: loss=0.26457
Epoch 224: loss=0.26160
Epoch 225: loss=0.26045
Epoch 226: loss=0.25994
Epoch 227: loss=0.25975
Epoch 228: loss=0.26562
Epoch 229: loss=0.26513
Epoch 230: loss=0.25679
Epoch 231: loss=0.25464
Epoch 232: loss=0.25513
Epoch 233: loss=0.24956
Epoch 234: loss=0.25051
Epoch 235: loss=0.25119
Epoch 236: loss=0.24557
Epoch 237: loss=0.23902
Epoch 238: loss=0.24212
Epoch 239: loss=0.23831
Epoch 240: loss=0.23310
Epoch 241: loss=0.24332
Epoch 242: loss=0.23643
Epoch 243: loss=0.23638
Epoch 244: loss=0.23261
Epoch 245: loss=0.23458
Epoch 246: loss=0.23320
Epoch 247: loss=0.22738
Epoch 248: loss=0.23057
Epoch 249: loss=0.22589
Epoch 250: loss=0.22305
Epoch 251: loss=0.22599
Epoch 252: loss=0.21694
Epoch 253: loss=0.21877
Epoch 254: loss=0.22413
Epoch 255: loss=0.21683
Epoch 256: loss=0.21327
Epoch 257: loss=0.21771
Epoch 258: loss=0.21770
Epoch 259: loss=0.22036
Epoch 260: loss=0.21310
Epoch 261: loss=0.20955
Epoch 262: loss=0.21033
Epoch 263: loss=0.20433
Epoch 264: loss=0.21089
Epoch 265: loss=0.20505
Epoch 266: loss=0.20746
Epoch 267: loss=0.20255
Epoch 268: loss=0.20225
Epoch 269: loss=0.19813
Epoch 270: loss=0.19848
Epoch 271: loss=0.20065
Epoch 272: loss=0.20064
Epoch 273: loss=0.20297
Epoch 274: loss=0.19836
Epoch 275: loss=0.19669
Epoch 276: loss=0.19188
Epoch 277: loss=0.18862
Epoch 278: loss=0.19504
Epoch 279: loss=0.19128
Epoch 280: loss=0.19141
Epoch 281: loss=0.18778
Epoch 282: loss=0.18815
Epoch 283: loss=0.18148
Epoch 284: loss=0.17902
Epoch 285: loss=0.18132
Epoch 286: loss=0.18301
Epoch 287: loss=0.18296
Epoch 288: loss=0.17901
Epoch 289: loss=0.18150
Epoch 290: loss=0.18515
Epoch 291: loss=0.18556
Epoch 292: loss=0.18071
Epoch 293: loss=0.17172
Epoch 294: loss=0.17421
Epoch 295: loss=0.17164
Epoch 296: loss=0.17728
Epoch 297: loss=0.17129
Epoch 298: loss=0.16730
Epoch 299: loss=0.16955
Epoch 300: loss=0.17169
Epoch 301: loss=0.16498
Epoch 302: loss=0.16880
Epoch 303: loss=0.16732
Epoch 304: loss=0.17004
Epoch 305: loss=0.16818
Epoch 306: loss=0.16199
Epoch 307: loss=0.16234
Epoch 308: loss=0.16123
Epoch 309: loss=0.16056
Epoch 310: loss=0.16356
Epoch 311: loss=0.16025
Epoch 312: loss=0.15401
Epoch 313: loss=0.15602
Epoch 314: loss=0.15530
Epoch 315: loss=0.15482
Epoch 316: loss=0.15524
Epoch 317: loss=0.15340
Epoch 318: loss=0.15808
Epoch 319: loss=0.16360
Epoch 320: loss=0.15303
Epoch 321: loss=0.14922
Epoch 322: loss=0.15068
Epoch 323: loss=0.14799
Epoch 324: loss=0.14895
Epoch 325: loss=0.14936
Epoch 326: loss=0.14848
Epoch 327: loss=0.15166
Epoch 328: loss=0.14949
Epoch 329: loss=0.14630
Epoch 330: loss=0.14395
Epoch 331: loss=0.14655
Epoch 332: loss=0.14724
Epoch 333: loss=0.14369
Epoch 334: loss=0.14402
Epoch 335: loss=0.13949
Epoch 336: loss=0.13870
Epoch 337: loss=0.13861
Epoch 338: loss=0.14277
Epoch 339: loss=0.14521
Epoch 340: loss=0.13833
Epoch 341: loss=0.13768
original_recur.py:67: DeprecationWarning: `np.int` is a deprecated alias for the builtin `int`. To silence this warning, use `int` by itself. Doing this will not modify any behavior and is safe. When replacing `np.int`, you may wish to use e.g. `np.int64` or `np.int32` to specify the precision. If you wish to review your current use, check the release note link for additional information.
Deprecated in NumPy 1.20; for more details and guidance: https://numpy.org/devdocs/release/1.20.0-notes.html#deprecations
  labels_ = np.array(y,dtype=np.int)
Epoch 342: loss=0.14073
Epoch 343: loss=0.13527
Epoch 344: loss=0.13320
Epoch 345: loss=0.13556
Epoch 346: loss=0.13409
Epoch 347: loss=0.13155
Epoch 348: loss=0.13563
Epoch 349: loss=0.13671
Epoch 350: loss=0.13044
Epoch 351: loss=0.13361
Epoch 352: loss=0.13136
Epoch 353: loss=0.12754
Epoch 354: loss=0.12891
Epoch 355: loss=0.13229
Epoch 356: loss=0.12999
Epoch 357: loss=0.13059
Epoch 358: loss=0.12829
Epoch 359: loss=0.12836
Epoch 360: loss=0.12598
Epoch 361: loss=0.12720
Epoch 362: loss=0.12933
Epoch 363: loss=0.12659
Epoch 364: loss=0.12386
Epoch 365: loss=0.12177
Epoch 366: loss=0.12539
Epoch 367: loss=0.12142
Epoch 368: loss=0.12192
Epoch 369: loss=0.12195
Epoch 370: loss=0.12739
Epoch 371: loss=0.12116
Epoch 372: loss=0.12110
Epoch 373: loss=0.11899
Epoch 374: loss=0.11420
Epoch 375: loss=0.11480
Epoch 376: loss=0.11873
Epoch 377: loss=0.12008
Epoch 378: loss=0.11823
Epoch 379: loss=0.11792
Epoch 380: loss=0.11561
Epoch 381: loss=0.11351
Epoch 382: loss=0.11597
Epoch 383: loss=0.11996
Epoch 384: loss=0.11739
Epoch 385: loss=0.11613
Epoch 386: loss=0.11693
Epoch 387: loss=0.11181
Epoch 388: loss=0.10997
Epoch 389: loss=0.11481
Epoch 390: loss=0.11315
Epoch 391: loss=0.11187
Epoch 392: loss=0.10859
Epoch 393: loss=0.10879
Epoch 394: loss=0.10814
Epoch 395: loss=0.10810
Epoch 396: loss=0.10915
Epoch 397: loss=0.10904
Epoch 398: loss=0.10994
Epoch 399: loss=0.11197
Epoch 400: loss=0.10726
Epoch 401: loss=0.11029
Epoch 402: loss=0.10649
Epoch 403: loss=0.10369
Epoch 404: loss=0.10303
Epoch 405: loss=0.10206
Epoch 406: loss=0.10200
Epoch 407: loss=0.10543
Epoch 408: loss=0.10400
Epoch 409: loss=0.10163
Epoch 410: loss=0.10037
Epoch 411: loss=0.10094
Epoch 412: loss=0.10178
Epoch 413: loss=0.10154
Epoch 414: loss=0.09893
Epoch 415: loss=0.09888
Epoch 416: loss=0.10181
Epoch 417: loss=0.10158
Epoch 418: loss=0.10049
Epoch 419: loss=0.10071
Epoch 420: loss=0.09902
Epoch 421: loss=0.09653
Epoch 422: loss=0.10086
Epoch 423: loss=0.10336
Epoch 424: loss=0.10068
Epoch 425: loss=0.09709
Epoch 426: loss=0.09414
Epoch 427: loss=0.09360
Epoch 428: loss=0.09716
Epoch 429: loss=0.10004
Epoch 430: loss=0.09670
Epoch 431: loss=0.09462
Epoch 432: loss=0.09701
Epoch 433: loss=0.09173
Epoch 434: loss=0.09272
Epoch 435: loss=0.09536
Epoch 436: loss=0.09577
Epoch 437: loss=0.09249
Epoch 438: loss=0.09414
Epoch 439: loss=0.09282
Epoch 440: loss=0.09522
Epoch 441: loss=0.09080
Epoch 442: loss=0.09065
Epoch 443: loss=0.09033
Epoch 444: loss=0.09123
Epoch 445: loss=0.09184
Epoch 446: loss=0.08985
Epoch 447: loss=0.08646
Epoch 448: loss=0.08961
Epoch 449: loss=0.09039
Epoch 450: loss=0.08799
Epoch 451: loss=0.08804
Epoch 452: loss=0.08729
Epoch 453: loss=0.08693
Epoch 454: loss=0.09146
Epoch 455: loss=0.08969
Epoch 456: loss=0.08512
Epoch 457: loss=0.08561
Epoch 458: loss=0.08621
Epoch 459: loss=0.08708
Epoch 460: loss=0.08480
Epoch 461: loss=0.08279
Epoch 462: loss=0.08254
Epoch 463: loss=0.08296
Epoch 464: loss=0.08410
Epoch 465: loss=0.08672
Epoch 466: loss=0.08609
Epoch 467: loss=0.08768
Epoch 468: loss=0.08702
Epoch 469: loss=0.08521
Epoch 470: loss=0.08330
Epoch 471: loss=0.07886
Epoch 472: loss=0.07943
Epoch 473: loss=0.07897
Epoch 474: loss=0.08197
Epoch 475: loss=0.08087
Epoch 476: loss=0.07993
Epoch 477: loss=0.08339
Epoch 478: loss=0.08369
Epoch 479: loss=0.08367
Epoch 480: loss=0.08310
Epoch 481: loss=0.08152
Epoch 482: loss=0.08060
Epoch 483: loss=0.07998
Epoch 484: loss=0.07877
Epoch 485: loss=0.07884
Epoch 486: loss=0.07610
Epoch 487: loss=0.07763
Epoch 488: loss=0.07808
Epoch 489: loss=0.07791
Epoch 490: loss=0.07538
Epoch 491: loss=0.07516
Epoch 492: loss=0.07542
Epoch 493: loss=0.07602
Epoch 494: loss=0.07880
Epoch 495: loss=0.07697
Epoch 496: loss=0.07507
Epoch 497: loss=0.07387
Epoch 498: loss=0.07396
Epoch 499: loss=0.07381
Epoch 500: loss=0.07583
Training accuracy: 1.000
Test accuracy: 0.612

File list dumped

Saved in file
